Course Name,URL,Course ID
國際關係史一 (PS2201),https://cool.ntu.edu.tw/courses/10086,10086
中華民國對外關係 (PS2203),https://cool.ntu.edu.tw/courses/10087,10087
歐洲國際關係與安全合作 (PS4626),https://cool.ntu.edu.tw/courses/10090,10090
學士專題研究一 (MSE5007-10),https://cool.ntu.edu.tw/courses/10099,10099
工場實習 (ME1007-01),https://cool.ntu.edu.tw/courses/10104,10104
個體經濟學原理與實習 (ECON1020-01),https://cool.ntu.edu.tw/courses/10114,10114
人類學史 (ANTH2065),https://cool.ntu.edu.tw/courses/10115,10115
中華民國憲法及政府一 (PS1031-03),https://cool.ntu.edu.tw/courses/10128,10128
室內五人制足球中級 (PE2143-55),https://cool.ntu.edu.tw/courses/10137,10137
數位訊號處理架構設計 (EE5141),https://cool.ntu.edu.tw/courses/10160,10160
服務學習三 (MATH3001),https://cool.ntu.edu.tw/courses/10173,10173
印尼文一上 (ADVENG3102-02),https://cool.ntu.edu.tw/courses/10198,10198
印尼文一上 (ADVENG3102-01),https://cool.ntu.edu.tw/courses/10197,10197
印尼文二上 (ADVENG3103),https://cool.ntu.edu.tw/courses/10199,10199
馬來文一上 (ADVENG3106),https://cool.ntu.edu.tw/courses/10200,10200
科學研究與學術生涯 (EE3025),https://cool.ntu.edu.tw/courses/10207,10207
PYTHON及其應用 (CHEME3020),https://cool.ntu.edu.tw/courses/10233,10233
計算機程式 (CHEME1004-03),https://cool.ntu.edu.tw/courses/10234,10234
鯨豚保育生物學 (LS1037),https://cool.ntu.edu.tw/courses/10236,10236
文化資產的歷史學 (HIST5413),https://cool.ntu.edu.tw/courses/10252,10252
新產品開發與行銷 (MBA5036),https://cool.ntu.edu.tw/courses/10253,10253
世界史一 (HIST1013),https://cool.ntu.edu.tw/courses/10269,10269
工程數學-微分方程(一) (EE2021-01),https://cool.ntu.edu.tw/courses/10289,10289
"高等物理化學一 (CHEM7031, CHEM8038, CHEM8031)",https://cool.ntu.edu.tw/courses/10305,10305
圖論一 (MATH7703),https://cool.ntu.edu.tw/courses/10318,10318
東亞近代文學選讀 (TWLIT5013),https://cool.ntu.edu.tw/courses/10330,10330
專題討論一 (PHYS7010),https://cool.ntu.edu.tw/courses/10332,10332
臺灣文學史料與研究文獻 (TWLIT8006),https://cool.ntu.edu.tw/courses/10331,10331
英文(附一小時英聽)一 (FL1007-01),https://cool.ntu.edu.tw/courses/10347,10347
食品化學 (FOOD5203),https://cool.ntu.edu.tw/courses/10373,10373
虛擬人與遙現 (NM5631),https://cool.ntu.edu.tw/courses/10375,10375
地球系統模式 (OCEAN7181),https://cool.ntu.edu.tw/courses/10433,10433
義大利文一上 (FL2025-02),https://cool.ntu.edu.tw/courses/10444,10444
計算機概論 (CSIE1000-02),https://cool.ntu.edu.tw/courses/10462,10462
鋼琴作品與演奏欣賞 (LIBEDU1020),https://cool.ntu.edu.tw/courses/10494,10494
機械工作法實習 (BME2110-05),https://cool.ntu.edu.tw/courses/10515,10515
電工實驗(網路與多媒體) (EE3002),https://cool.ntu.edu.tw/courses/10516,10516
材料力學 (AM5011-01),https://cool.ntu.edu.tw/courses/10524,10524
西洋政治哲學概論 (PS3201),https://cool.ntu.edu.tw/courses/10596,10596
新創事業投資評估 (MBA7082),https://cool.ntu.edu.tw/courses/10601,10601
高等統計學一 (AGEC5019),https://cool.ntu.edu.tw/courses/10624,10624
從文藝復興到巴洛克 (HIST5411),https://cool.ntu.edu.tw/courses/10645,10645
急救物理治療學 (PT1014),https://cool.ntu.edu.tw/courses/10656,10656
神經生物學 (GIBMS7003),https://cool.ntu.edu.tw/courses/10678,10678
義大利文一上 (FL2025-01),https://cool.ntu.edu.tw/courses/10682,10682
黑格爾哲學上 (PHL3730),https://cool.ntu.edu.tw/courses/10728,10728
碩士專題研究 (ME7105-13),https://cool.ntu.edu.tw/courses/10793,10793
英文(附一小時英聽)一 (FL1007-29),https://cool.ntu.edu.tw/courses/10818,10818
英文作文二上 (FL2009-07),https://cool.ntu.edu.tw/courses/10816,10816
英文(附一小時英聽)一 (FL1007-04),https://cool.ntu.edu.tw/courses/10820,10820
英文作文一上 (FL1019-02),https://cool.ntu.edu.tw/courses/10821,10821
英文(附一小時英聽)一 (FL1007-27),https://cool.ntu.edu.tw/courses/10817,10817
